Channel name,Description,Subscriber Count,Image Link,Image JSON,Link
Jaanakavonius,https://t.me/JaanaKavonius		https://www.vk.com/JaanaKavonius		https://www.oikeusturvakeskus.net		https://www.instagram.com/jaanakavonius/		https://tokentube.net/channel/1495068485/JaanaKavonius		https://www.virkamafia.fi		Jaanalla on asiaa -ohjelma VK:ssa,1198,"data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iI2EwZGU3ZSIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iIzU0Y2I2OCIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPkpSPC90ZXh0Pjwvc3ZnPg%3D%3D","{""img_src"": ""data:image/svg+xml;base64,PHN2ZyB3aWR0aD0iMzIwIiBoZWlnaHQ9IjMyMCIgcHJlc2VydmVBc3BlY3RSYXRpbz0ibm9uZSIgdmlld0JveD0iMCAwIDEwMCAxMDAiIHhtbG5zPSJodHRwOi8vd3d3LnczLm9yZy8yMDAwL3N2ZyI%2BPGRlZnM%2BPGxpbmVhckdyYWRpZW50IGlkPSJnIiB4MT0iMCUiIHgyPSIwJSIgeTE9IjAlIiB5Mj0iMTAwJSI%2BPHN0b3Agb2Zmc2V0PSIwJSIgc3RvcC1jb2xvcj0iI2EwZGU3ZSIvPjxzdG9wIG9mZnNldD0iMTAwJSIgc3RvcC1jb2xvcj0iIzU0Y2I2OCIvPjwvbGluZWFyR3JhZGllbnQ%2BPC9kZWZzPjxzdHlsZT50ZXh0e2ZvbnQ6NjAwIDQ0cHggLWFwcGxlLXN5c3RlbSxCbGlua01hY1N5c3RlbUZvbnQsJ1NlZ29lIFVJJyxSb2JvdG8sSGVsdmV0aWNhLEFyaWFsLHNhbnMtc2VyaWYsJ0FwcGxlIENvbG9yIEVtb2ppJywnU2Vnb2UgVUkgRW1vamknLCdTZWdvZSBVSSBTeW1ib2wnOy13ZWJraXQtdXNlci1zZWxlY3Q6bm9uZTt1c2VyLXNlbGVjdDpub25lfTwvc3R5bGU%2BPHJlY3Qgd2lkdGg9IjEwMCIgaGVpZ2h0PSIxMDAiIGZpbGw9InVybCgjZykiLz48dGV4dCB0ZXh0LWFuY2hvcj0ibWlkZGxlIiB4PSI1MCIgeT0iNjYiIGZpbGw9IiNmZmYiPkpSPC90ZXh0Pjwvc3ZnPg%3D%3D""}","{""href"": ""https://t.me/Jaanakavonius"",""label"":""Link""}"
Janustelegram,"Tervetuloa päätoimittaja Janus Putkosen viralliselle Telegram-kanavalle. Tänne ilmaantuvat sosiaalisen median postaukset, uutiset, kommentit... keskellä nopeasti leviävää internet-sensuuria. Pysytään yhteyksissä ja vankasti anti-globalismin vastarinnassa!",4330,https://cdn4.cdn-telegram.org/file/EX-CBr5VIV6t-PYJxmHrUBDVGNEoIjpwQ4D6qxOEwtJLqRMOXs-0A1mPDhTa3Z5MWxuIlb_2gnQWs_MFh4bmmrV9MP_J2GXkZJNfekt-gRbcDgOIGSO7Rbeope36-S_OEvtzrEPROpqZDHeJrEgqIA8uDYGHGMW-CE02HqXHgC0UTwHG67n3ZxrfuAVmdTUskbRp1Q5taJ9zATb2CMzExY2PIfE3v_pRnh9Ti6VNtOxM0a4QyRaDLpTU7gYqkPnKwcoq5UOrCikEvMGvJXK325eYB6hUAIvR1YAmXUo-GhraBWiulWHBOS_BvHrS_uB8Rzr4VZRY0UywGPFPMfH8kg.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/EX-CBr5VIV6t-PYJxmHrUBDVGNEoIjpwQ4D6qxOEwtJLqRMOXs-0A1mPDhTa3Z5MWxuIlb_2gnQWs_MFh4bmmrV9MP_J2GXkZJNfekt-gRbcDgOIGSO7Rbeope36-S_OEvtzrEPROpqZDHeJrEgqIA8uDYGHGMW-CE02HqXHgC0UTwHG67n3ZxrfuAVmdTUskbRp1Q5taJ9zATb2CMzExY2PIfE3v_pRnh9Ti6VNtOxM0a4QyRaDLpTU7gYqkPnKwcoq5UOrCikEvMGvJXK325eYB6hUAIvR1YAmXUo-GhraBWiulWHBOS_BvHrS_uB8Rzr4VZRY0UywGPFPMfH8kg.jpg""}","{""href"": ""https://t.me/Janustelegram"",""label"":""Link""}"
Kkkirjat,"Lue, ennen kuin se kielletään!		Kaupalle voi laittaa viestiä telegramissa @Kielletytkirjat	Saatte mainostaa kauppaa kaikille tällä linkillä:	https://t.me/joinchat/AAAAAEyAREvESJSCxl9enQ		Kaikki tilaukset osoitteesta:	www.kielletytkirjat.com",570,https://cdn4.cdn-telegram.org/file/skOQpRwDG9rjMclnQ6GBVBo_X8lsuAJ07-p8sktHZ-JlLycaQTE0fR_HJlocV7W-qJM0Y-qOUdjU6hjPeRyT3oSkiZWmaoAsuK4zaTLXc4WuAqgjNPM_TsoqDPM7nOI0h7OUkDvYoGQv8k-gSS8tUTOhnd1w7eApRrakJag6TnFizAtW-AxjISzphuHqd4dR5WKUdFzKsr_2GYie_7YdYj-0fqL1sCv7MdsIpR55vM2sWI_zcNrTYFp-yx6tugUvCGpybh3Z06pa30OYUvX4j4ZzS7XEQNiJiX7qc1fXSlp932pxYGPBL7zD1Mj8hUR1xBhNZCnkTtkCdROnmLZxLQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/skOQpRwDG9rjMclnQ6GBVBo_X8lsuAJ07-p8sktHZ-JlLycaQTE0fR_HJlocV7W-qJM0Y-qOUdjU6hjPeRyT3oSkiZWmaoAsuK4zaTLXc4WuAqgjNPM_TsoqDPM7nOI0h7OUkDvYoGQv8k-gSS8tUTOhnd1w7eApRrakJag6TnFizAtW-AxjISzphuHqd4dR5WKUdFzKsr_2GYie_7YdYj-0fqL1sCv7MdsIpR55vM2sWI_zcNrTYFp-yx6tugUvCGpybh3Z06pa30OYUvX4j4ZzS7XEQNiJiX7qc1fXSlp932pxYGPBL7zD1Mj8hUR1xBhNZCnkTtkCdROnmLZxLQ.jpg""}","{""href"": ""https://t.me/Kkkirjat"",""label"":""Link""}"
Kmhistoria,Kanava Suomen kansallismielisen liikkeen historialle (IKL ja AKS sekä kuva -painotteinen)	@uudenmaanakseli:n jäsen,185,https://cdn4.cdn-telegram.org/file/CPunFGnXMarfegW0ZDY_YAjx3Bo-agwnDkP5rLjg9YJc2HWoae-ZtRztvRW3WUXGTGq7Lofq9_4_ym2qcs9hMjsD5D4CF9ATfuG4bqODewrvCltEb51V-GYg-xuE1WuH1eWtZgtnMe6q4YyzaYij2eHNU7isIbpGfYaytSQMh3z68vS8U5MDJSHoKn1jDA6Y5xionB674r_9YKay0kAZRhefbme7MQHarMk-REF86PSEAC43OsgrXIm2xnQCbhG6bitqEab6y6kQxtHHMo1D3_XF-HxOp9ftEkSA7SanMjfTcN2J3xUIOdodkJ92f3WPnGZxW-K_jpq6QgTXEx5vWA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/CPunFGnXMarfegW0ZDY_YAjx3Bo-agwnDkP5rLjg9YJc2HWoae-ZtRztvRW3WUXGTGq7Lofq9_4_ym2qcs9hMjsD5D4CF9ATfuG4bqODewrvCltEb51V-GYg-xuE1WuH1eWtZgtnMe6q4YyzaYij2eHNU7isIbpGfYaytSQMh3z68vS8U5MDJSHoKn1jDA6Y5xionB674r_9YKay0kAZRhefbme7MQHarMk-REF86PSEAC43OsgrXIm2xnQCbhG6bitqEab6y6kQxtHHMo1D3_XF-HxOp9ftEkSA7SanMjfTcN2J3xUIOdodkJ92f3WPnGZxW-K_jpq6QgTXEx5vWA.jpg""}","{""href"": ""https://t.me/Kmhistoria"",""label"":""Link""}"
Kyrotv,"uutisia, videoita ja keskustelua",55,https://cdn4.cdn-telegram.org/file/R40riLl3y3fVdL4KyxdEMZ8IluH-HNNgauzh61TJbl4lI-AMRe0JEMnUDr6RjvkKAnNUxI0tKIO3_ZBrtXWYEf6zkVaxSMrbYNs4Wl4aDq3ogutDjw7yRoS5oKsrGy4AQURj6JqiXMQZPj2-C4I-o0KXvqRlK1U25zSVGVlA4LzvS6KrVpZMHTHVwY0FKC6c-sR1Foi_uP8AnODWFofSb3EXzZOOPKVaI3sHe3qmlNkj0UfTFKdhOl6YeQ7XyLGWobMN9sQ4b5jtqAKUSPOFISErvPNm_1y_1TXzOykPYQTIMspI5z0qTUc2zdHab46vSzKq9Q5w5Ge5mc0hVXMi7Q.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/R40riLl3y3fVdL4KyxdEMZ8IluH-HNNgauzh61TJbl4lI-AMRe0JEMnUDr6RjvkKAnNUxI0tKIO3_ZBrtXWYEf6zkVaxSMrbYNs4Wl4aDq3ogutDjw7yRoS5oKsrGy4AQURj6JqiXMQZPj2-C4I-o0KXvqRlK1U25zSVGVlA4LzvS6KrVpZMHTHVwY0FKC6c-sR1Foi_uP8AnODWFofSb3EXzZOOPKVaI3sHe3qmlNkj0UfTFKdhOl6YeQ7XyLGWobMN9sQ4b5jtqAKUSPOFISErvPNm_1y_1TXzOykPYQTIMspI5z0qTUc2zdHab46vSzKq9Q5w5Ge5mc0hVXMi7Q.jpg""}","{""href"": ""https://t.me/Kyrotv"",""label"":""Link""}"
Lehtorummut,Lehto korut ja rummut		Namaste!	Luon aidoista kivihelmistä kaikenlaisia koruja harraste mielessä. Painopiste on rummuissa ja Mala Kaulakoruissa	~Nea~		Ota yhteyttä telegramin kautta jos olet kiinnostunut tuotteen hankinnasta 		@KathleenNea	Lehto Rummut,211,https://cdn4.cdn-telegram.org/file/WAYIXjqLibp4KAneU9le4zaRGWNaLAXSRmRzUQjQUUf5kLo-m4Qi80EaSpGInfckg7Csp5whFWP6r6mgo3UcETuIE2k32dQ3QnmIXNS05ptzSrcc8wY7iJd7_Y3OozamhiP6VtCI0CdVCTUE9e0qi31qw0Oqd_nO9eKIks0eJd5_q7DO_D22yWUT87z0glzE-BVSKIiXSKNzdwP2UR4J_wM03lmKul7yuLDkCqocB8L07pYIMdKorO7HW8G-7tXxuDg8BrN_DNuRBxRK1-mfKrLEsO7a2423LtOcMpxuEdTMeNAPRqGmgOFBcoLR8j1gChiXOLMiXN8FdcsxSsgEoQ.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/WAYIXjqLibp4KAneU9le4zaRGWNaLAXSRmRzUQjQUUf5kLo-m4Qi80EaSpGInfckg7Csp5whFWP6r6mgo3UcETuIE2k32dQ3QnmIXNS05ptzSrcc8wY7iJd7_Y3OozamhiP6VtCI0CdVCTUE9e0qi31qw0Oqd_nO9eKIks0eJd5_q7DO_D22yWUT87z0glzE-BVSKIiXSKNzdwP2UR4J_wM03lmKul7yuLDkCqocB8L07pYIMdKorO7HW8G-7tXxuDg8BrN_DNuRBxRK1-mfKrLEsO7a2423LtOcMpxuEdTMeNAPRqGmgOFBcoLR8j1gChiXOLMiXN8FdcsxSsgEoQ.jpg""}","{""href"": ""https://t.me/Lehtorummut"",""label"":""Link""}"
Luupintiedotus,"Luuppi ry:n tiedotuskanava, jolla jaetaan tietoa ajankohtaisista tapahtumista lyhyesti ja ytimekkäästi.		Announcements in English at: https://t.me/infoluuppi",697,https://cdn4.cdn-telegram.org/file/kfbQaEBQMLVxJlKquWBSL8qBAaZXt3cKixdXgxwSQzv0aiBW8BYsgSJTYmnabucbfRbyjL63kvrRrow8QDxQVcgmfuNRJWNh7Y3bmYudAT4tWFrEoACUGLP7ZlTDh50OL8tq9GcrS8MInZcv30dKjuBqSO_EX6YRLNc4yD4bo3vF1d6h50WVlVoOnPh7dG2bGnlsZJVqbyRcy6tuO0EFCnTjLuE_3ZbRPGjV1qkpnkqETqAqsFVXJFDHU_HsyAn_Y5YIouBOYW6CPCtTvc3PRn8GnSLMD98iMivQH19H-NKctW88m3ZsfncYMerWUG_HrW7-AjSUl7CFedFZH-Z9Lw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/kfbQaEBQMLVxJlKquWBSL8qBAaZXt3cKixdXgxwSQzv0aiBW8BYsgSJTYmnabucbfRbyjL63kvrRrow8QDxQVcgmfuNRJWNh7Y3bmYudAT4tWFrEoACUGLP7ZlTDh50OL8tq9GcrS8MInZcv30dKjuBqSO_EX6YRLNc4yD4bo3vF1d6h50WVlVoOnPh7dG2bGnlsZJVqbyRcy6tuO0EFCnTjLuE_3ZbRPGjV1qkpnkqETqAqsFVXJFDHU_HsyAn_Y5YIouBOYW6CPCtTvc3PRn8GnSLMD98iMivQH19H-NKctW88m3ZsfncYMerWUG_HrW7-AjSUl7CFedFZH-Z9Lw.jpg""}","{""href"": ""https://t.me/Luupintiedotus"",""label"":""Link""}"
Mekansa,"Epäpoliittinen kansanliike jonka tavoitteena on vapauttaa Suomi, Isänmaamme, globalistien käsistä.",1471,https://cdn4.cdn-telegram.org/file/ErFnhQaYFUYKywyrupHf1UpamcympJeC9WG1N3WJwlmvYjEZSU-GwhVWMFxK6nw1DuuRC9Svy-Pc3CRPUSLbXmmjsuJZvRKJBFBCJFMn62VmGeQw2PDPIAKtgRcflybe4TOqru5XoFo4Wl2Qmj70BhQJVQ3ABP5dMpGQpUCqo47ttVz2u3cKMsU8J_cwPQJXFM9WMGAWw-tGi5l4zPbr18_fATPlPg5gixH7E1funQgSGGTmKp38w63v3NYptPHAd6kZC6OsTioqYpn-Lf4ujzl2thR8erelYO9XP4P7h3vgSofQGg1-yzAhwMUFyR-N18e8u3odXff9F2o_VgA8MA.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/ErFnhQaYFUYKywyrupHf1UpamcympJeC9WG1N3WJwlmvYjEZSU-GwhVWMFxK6nw1DuuRC9Svy-Pc3CRPUSLbXmmjsuJZvRKJBFBCJFMn62VmGeQw2PDPIAKtgRcflybe4TOqru5XoFo4Wl2Qmj70BhQJVQ3ABP5dMpGQpUCqo47ttVz2u3cKMsU8J_cwPQJXFM9WMGAWw-tGi5l4zPbr18_fATPlPg5gixH7E1funQgSGGTmKp38w63v3NYptPHAd6kZC6OsTioqYpn-Lf4ujzl2thR8erelYO9XP4P7h3vgSofQGg1-yzAhwMUFyR-N18e8u3odXff9F2o_VgA8MA.jpg""}","{""href"": ""https://t.me/Mekansa"",""label"":""Link""}"
Modernconstellation,Tervetuloa konstellaation pariin! Täällä keskustelua ja ilmoittelua aiheesta :),12,https://cdn4.cdn-telegram.org/file/LTrqfdCk5B-G4djx2t3Yuibn6EAHe21PggJ2iI-4HWGviw-ZzO0_wFkW-j4kfQMnT6C-iM1OE7y3KaAiyKQpWA0GM3CxxLSUjJ2CUB80CLWGOQZ53cHAD74evOHDayINFhO5a7hLPBj2vv5YFlIeqkP3IvrM3xASrxM2LP9QeYXkNYisD5tvYwIl12MC4pjfBCcvDyZ7TDVx8JJZ1UROll8GLX5aKonj5BD7DMs_RZfoXmhfAb7BTB3vZo56GqKfSjBLp0lDWju6vEWlShSny0l2g96D3hWq3CrYiS9c1gjp_X57aBNCA6OF4NOXUuReChBBptLmS0DyEYo6H-ZhUw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/LTrqfdCk5B-G4djx2t3Yuibn6EAHe21PggJ2iI-4HWGviw-ZzO0_wFkW-j4kfQMnT6C-iM1OE7y3KaAiyKQpWA0GM3CxxLSUjJ2CUB80CLWGOQZ53cHAD74evOHDayINFhO5a7hLPBj2vv5YFlIeqkP3IvrM3xASrxM2LP9QeYXkNYisD5tvYwIl12MC4pjfBCcvDyZ7TDVx8JJZ1UROll8GLX5aKonj5BD7DMs_RZfoXmhfAb7BTB3vZo56GqKfSjBLp0lDWju6vEWlShSny0l2g96D3hWq3CrYiS9c1gjp_X57aBNCA6OF4NOXUuReChBBptLmS0DyEYo6H-ZhUw.jpg""}","{""href"": ""https://t.me/Modernconstellation"",""label"":""Link""}"
Motti612tiedotus,Motti612 tapahtuman tiedotuskanava,46,https://cdn4.cdn-telegram.org/file/iHjW96gS8xnqv85iUs7fNNZJjCLmqwVJuUIW5oyVLIrx5ezbDwe-qNGM0FcpygfuY9kXWSFa1bb_sjZO1xEEQebExoZiiTjiOevdGbblyEXYAtAbDFiQikZ6FhXaNtvSsWnNiig5iVBFgf14yurm_K7K5XJQepfPTu3L8lihxkm4Q_vq60Mlb9CI1RApL8XtdouAE-Rz4Maj3P_RpDG59Wh6Vthe8ruJcBgUVqcmiEJV006Zsd8gRap3iNcgYoqmxTB53WMxoBBXaM3Vco8H_pyvgq9biOSVNFQpvJkMn5YRKtdItuGLYNLnDwfLeOi2jIrvEIU8C-r3tJSnBDjeUw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/iHjW96gS8xnqv85iUs7fNNZJjCLmqwVJuUIW5oyVLIrx5ezbDwe-qNGM0FcpygfuY9kXWSFa1bb_sjZO1xEEQebExoZiiTjiOevdGbblyEXYAtAbDFiQikZ6FhXaNtvSsWnNiig5iVBFgf14yurm_K7K5XJQepfPTu3L8lihxkm4Q_vq60Mlb9CI1RApL8XtdouAE-Rz4Maj3P_RpDG59Wh6Vthe8ruJcBgUVqcmiEJV006Zsd8gRap3iNcgYoqmxTB53WMxoBBXaM3Vco8H_pyvgq9biOSVNFQpvJkMn5YRKtdItuGLYNLnDwfLeOi2jIrvEIU8C-r3tJSnBDjeUw.jpg""}","{""href"": ""https://t.me/Motti612tiedotus"",""label"":""Link""}"
Mpankki,"Olen Pankki nimellä tunnettu SOME persoona. En ole täydellinen, mutta lähellä ollaan. Seuraa mua niin ehkä sinustakin tulee melko täydellinen😉",913,https://cdn4.cdn-telegram.org/file/bH--654F8IK_ISt1WCAyZmlrQP954FffQiLjQo5K0e6jXpxmwrEHwC81T4HQ7z_P21UR6lcd5mdgfVU53-65n1lUYt9NubJIzcOF6FK18gZenxUCyknzCgKIijElNWgv2Q3kYAIFAdyWFuuSAfv8_ZosdualLTdMgZY_syErC-1TW7rNIkaX7dmpjvKhUdJRMiEq-pYTED7oaTkju7DXbCxVM77UOcgGbKrMKPYFmC6B5yMnCT7HLXBy8mbRJ_Tl8qq3F46F4fOMmdaXO1LMXfC6n97_SVCfaF3yF4g-MQ6xz3kTKJPQeuCDof6UN9yZ-u84FFiCUQu1K86rrGlKOw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/bH--654F8IK_ISt1WCAyZmlrQP954FffQiLjQo5K0e6jXpxmwrEHwC81T4HQ7z_P21UR6lcd5mdgfVU53-65n1lUYt9NubJIzcOF6FK18gZenxUCyknzCgKIijElNWgv2Q3kYAIFAdyWFuuSAfv8_ZosdualLTdMgZY_syErC-1TW7rNIkaX7dmpjvKhUdJRMiEq-pYTED7oaTkju7DXbCxVM77UOcgGbKrMKPYFmC6B5yMnCT7HLXBy8mbRJ_Tl8qq3F46F4fOMmdaXO1LMXfC6n97_SVCfaF3yF4g-MQ6xz3kTKJPQeuCDof6UN9yZ-u84FFiCUQu1K86rrGlKOw.jpg""}","{""href"": ""https://t.me/Mpankki"",""label"":""Link""}"
Muutoksenpuolesta,"Tiedotuskanava Muutoksen Puolesta - aihealueen mielenilmauksille, mainonnalle ja muulle siihen liittyvälle toiminnalle ja tiedonvälitykselle.",271,https://cdn4.cdn-telegram.org/file/ouNjNak0LUo0p2Icc3FgBfwRCOneERx3z_AYGv72oTt_mHD2uLzQW2SUdhAbpmuT3ar6pVxwVqO2iVYR2K6xTT4GSTwALdUeCSuot2QRL7H-j_9b_tzjTsgGkyzgMunNVzlzmUdH4kOBVcEieeRNQ1MU6mjpsvqZZeiyZaxCR-IBhLFcMozmzFAsJ8BVxpHwtO-YiWeKnl9_eyRcFAw6PjzD1a3pLpVfIeby-B5UJ9ka_BhC6ch-MhuMb26Ib-nkyLB0_3O3eDjyApoVIfBc9En1jzsjJmSTfsRZP588mO4F7a7YgrP3hfikm-0lgZ5WVxnEq-3qYz0n2ZZWg6_PEw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/ouNjNak0LUo0p2Icc3FgBfwRCOneERx3z_AYGv72oTt_mHD2uLzQW2SUdhAbpmuT3ar6pVxwVqO2iVYR2K6xTT4GSTwALdUeCSuot2QRL7H-j_9b_tzjTsgGkyzgMunNVzlzmUdH4kOBVcEieeRNQ1MU6mjpsvqZZeiyZaxCR-IBhLFcMozmzFAsJ8BVxpHwtO-YiWeKnl9_eyRcFAw6PjzD1a3pLpVfIeby-B5UJ9ka_BhC6ch-MhuMb26Ib-nkyLB0_3O3eDjyApoVIfBc9En1jzsjJmSTfsRZP588mO4F7a7YgrP3hfikm-0lgZ5WVxnEq-3qYz0n2ZZWg6_PEw.jpg""}","{""href"": ""https://t.me/Muutoksenpuolesta"",""label"":""Link""}"
Netinhauskimmat,"NIILLE, JOTKA YMMÄRTÄVÄT HAUSKAN PÄÄLLE		Netin Hauskimmat tarjoaa netin hauskimmat meemit sekä käsittelee polttavimpia ajankohtaisia puheenaiheita ja ilmiöitä.	Lisää riemukasta mediaa ja mielenkiintoisia artikkeleita osoitteessa www.netinhauskimmat.fi",41,https://cdn4.cdn-telegram.org/file/AEiG8-h8XA2u_oReBdkBgiIQSGpJ9Fx-yPvAhHpeA2wTY01zW23msDRmk83c29K3uN3jSiQ7Sv8tXHjiJjnw_xqpBSLL4BvOkmzlTykTcMCuAXVzNeg-fjtZPdEDteYb-5lRtoSI35SbtjfgxO7COblPEMXam1nF21Lw7omClJTuXqkwSejC-SjPWYSRUSacjB3Ray3D-eAENNbAT1Q3yFcuVYwwVY0bb9X8wkNyuiTI3tMdLG0Rs5C4aoPK-9I9e33D7Qh4Pw7U5o78f-AZU3HCAPdhww6hHhVbgCwesf6Ij7PQkmIDv7O7vn93iMZyGOOHzg8wDApALDGVXk2bew.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/AEiG8-h8XA2u_oReBdkBgiIQSGpJ9Fx-yPvAhHpeA2wTY01zW23msDRmk83c29K3uN3jSiQ7Sv8tXHjiJjnw_xqpBSLL4BvOkmzlTykTcMCuAXVzNeg-fjtZPdEDteYb-5lRtoSI35SbtjfgxO7COblPEMXam1nF21Lw7omClJTuXqkwSejC-SjPWYSRUSacjB3Ray3D-eAENNbAT1Q3yFcuVYwwVY0bb9X8wkNyuiTI3tMdLG0Rs5C4aoPK-9I9e33D7Qh4Pw7U5o78f-AZU3HCAPdhww6hHhVbgCwesf6Ij7PQkmIDv7O7vn93iMZyGOOHzg8wDApALDGVXk2bew.jpg""}","{""href"": ""https://t.me/Netinhauskimmat"",""label"":""Link""}"
Poikkeustila,Poikkeustilan harjoitukset täällä Suomessa ja muualla maaimassa on jo pidetty. Odotettavissa on globaali poikkeustila.,8,https://cdn4.cdn-telegram.org/file/vSXOAVePnoM5Q8rEXhUSkHLRYdOcXTjaHja7ut-REPWPglvuckXK7bY_MDD5vXyoxS9rczqubmypeY4-K6skkTdghyECTt1QOBkvISSNzsHgu2nrRv6gD_da3ufLidJ3h5ZUP8gxR3ULE4S5EygZIUPzdiqJ-VRViPgmSjjhpkw9f5_7zQsf6iAjmpDQ82LZePt-p0V-EFNnC4k7fH1tlTWDybyT1aQ5loRN4UE5VV-8OB_BtNH9dsnnfM6GpMgPwiV3rb0UojYGq77langqgNDGne7ohO2BrV3odoOgFsEVwzSlTo1SNQGeqgAPSGBFi80-GprwZoWX6zjenkyhmw.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/vSXOAVePnoM5Q8rEXhUSkHLRYdOcXTjaHja7ut-REPWPglvuckXK7bY_MDD5vXyoxS9rczqubmypeY4-K6skkTdghyECTt1QOBkvISSNzsHgu2nrRv6gD_da3ufLidJ3h5ZUP8gxR3ULE4S5EygZIUPzdiqJ-VRViPgmSjjhpkw9f5_7zQsf6iAjmpDQ82LZePt-p0V-EFNnC4k7fH1tlTWDybyT1aQ5loRN4UE5VV-8OB_BtNH9dsnnfM6GpMgPwiV3rb0UojYGq77langqgNDGne7ohO2BrV3odoOgFsEVwzSlTo1SNQGeqgAPSGBFi80-GprwZoWX6zjenkyhmw.jpg""}","{""href"": ""https://t.me/Poikkeustila"",""label"":""Link""}"
Pokegoinfo,Suomenkielinen Pokémon Go INFO-kanava,1684,https://cdn4.cdn-telegram.org/file/XDjVvp45BvwBzPOIvA1-eTi89hayDSxM0gu__-ethlVu5zkj4jqzC1GfCtzg6PvhqDM2vm2fUls5HPSbGbydfs3yCwELmRa2kUS6AM-AW3ve3QnAT7Jtq5Qbom3K6ShGhIcxKXDDO8jKrEvR8HCxU6NDDnigw9409YsXCdvmOpzA7HgrnE_loOmL8QJ_zL4ZH3ivv-AmujyBtbkqxLm9VYcKF169p-MwtxUGgNony0ef4cJwWf973PJxISMn4ym422joUqdUUpHECFy90in8LI9Qw9X0oxOZhYCErPCsbl6nhrI2TLturM805c4-7vuBtFSj3UDkQy02GFRR-XuR4Q.jpg,"{""img_src"": ""https://cdn4.cdn-telegram.org/file/XDjVvp45BvwBzPOIvA1-eTi89hayDSxM0gu__-ethlVu5zkj4jqzC1GfCtzg6PvhqDM2vm2fUls5HPSbGbydfs3yCwELmRa2kUS6AM-AW3ve3QnAT7Jtq5Qbom3K6ShGhIcxKXDDO8jKrEvR8HCxU6NDDnigw9409YsXCdvmOpzA7HgrnE_loOmL8QJ_zL4ZH3ivv-AmujyBtbkqxLm9VYcKF169p-MwtxUGgNony0ef4cJwWf973PJxISMn4ym422joUqdUUpHECFy90in8LI9Qw9X0oxOZhYCErPCsbl6nhrI2TLturM805c4-7vuBtFSj3UDkQy02GFRR-XuR4Q.jpg""}","{""href"": ""https://t.me/Pokegoinfo"",""label"":""Link""}"
